address,url,description,rooms,winterized,price,original_price,surface,year,latitude,longitude,distance,duration,first_posting_date,last_posting_date
"Koukkulahdenraitti 4 F, Rukatunturi, Kuusamo",https://www.etuovi.com/kohde/80347738,Oh + 2mh + k + ph + s + khh + wc + et + parvi,4.0,NO,548000.0,548000.0,109.0,,66.1719786,29.2263084,827 km,9 hours 11 mins,2024-07-08,2024-07-08
"Koukkulahdenraitti 4 E, Rukatunturi, Kuusamo",https://www.etuovi.com/kohde/80347734,Oh + 3mh + k + ph + s + wc + et,4.0,NO,325000.0,325000.0,74.0,,66.1719786,29.2263084,827 km,9 hours 11 mins,2024-07-08,2024-07-08
"Välimaa, Muonio, Isolompolojärvi, Muonio",https://www.etuovi.com/kohde/20836478,"Tupakeittiö, makuualkovi, parvi",,NO,70000.0,70000.0,32.0,1996.0,67.9552873,23.6840919,993 km,11 hours 11 mins,2024-07-08,2024-07-08
"Mäntyniementie 37 B, KARJULANMÄKI, Sulkava",https://www.etuovi.com/kohde/20258166,tupak + 2xmh + et + parvi,2.0,NO,150000.0,150000.0,45.0,1994.0,61.720811,28.3260787,311 km,3 hours 27 mins,2024-07-08,2024-07-08
"Tauluntie 596, Kankainen, Toivakka",https://www.etuovi.com/kohde/v93279,1h + kph + s + wc,1.0,YES,97000.0,97000.0,24.0,1990.0,62.16373530000001,26.271126,256 km,2 hours 46 mins,2024-07-08,2024-07-08
"Väyläntie 131h, Väylä, Inari",https://www.etuovi.com/kohde/21915809,"2mh, tupakeittiö, s / pesutilat, pukuhuone, wc, terassit",3.0,NO,260000.0,260000.0,93.0,,69.0702283,27.5110327,"1,186 km",13 hours 29 mins,2024-07-08,2024-07-08
"Laikkari 42, Jokioinen, Padasjoki",https://www.etuovi.com/kohde/20644621,"2mh, oh, k, kph, rantasauna ja tupa",3.0,YES,309000.0,309000.0,73.0,2003.0,61.463454,25.1856087,173 km,1 hour 59 mins,2024-07-08,2024-07-08
"Koivuluhdantie 59, Lavia, Pori",https://www.etuovi.com/kohde/80335023,"3h, k, s, ph, puucee",3.0,NO,164000.0,164000.0,40.0,1969.0,61.5884708,22.3641603,261 km,2 hours 50 mins,2024-07-08,2024-07-08
"Äkäslompolontie 4647, Äkäsjärvi, Muonio",https://www.etuovi.com/kohde/21822458,Paritalohuoneisto Äkäsjärvellä.,,YES,167000.0,167000.0,100.0,1991.0,67.634272,24.159601,957 km,10 hours 52 mins,2024-07-08,2024-07-08
"Rahikkalantie 109, Joutsa",https://www.etuovi.com/kohde/64616828,"Oh, k, 2mh, ukuh, kph, s, wc, terassi + rantasauna",3.0,NO,258000.0,258000.0,69.0,2017.0,61.8516298,26.3765853,222 km,2 hours 28 mins,2024-07-08,2024-07-08
"Iso Korpilahti 171, Ruokolahti",https://www.etuovi.com/kohde/65893818,"3mh, oh, k, rt, kph, wc, khh, parvi, terassi, varasto, erillinen saunarakennus",4.0,NO,179500.0,179500.0,176.0,,61.4396782,28.3868855,304 km,3 hours 29 mins,2024-07-08,2024-07-08
"Raatevaarantie 132, Hakokylä, Hyrynsalmi",https://www.etuovi.com/kohde/33192238,Tupakeittiö + mh + kph / wc + s + yläkerta jossa nukkumatilat 4-6 henkilölle,3.0,YES,299000.0,299000.0,97.0,2009.0,64.6813776,28.913435,643 km,7 hours 8 mins,2024-07-08,2024-07-08
"Rantaniityntie 36, Vihteljärvi, Kankaanpää",https://www.etuovi.com/kohde/21875878,Tupakeittiö + mh + ph + s,,NO,124000.0,124000.0,41.5,1973.0,61.716366,22.424793,265 km,3 hours 3 mins,2024-07-08,2024-07-08
"Palosaari 25, Puharila, Orivesi",https://www.etuovi.com/kohde/1363136,"Tupa, ph, s, parvi, terassi",1.0,NO,89000.0,89000.0,20.0,2013.0,61.6592011,24.674508,197 km,2 hours 33 mins,2024-07-08,2024-07-08
"Hirviniementie 716 L, Jokijärvi/Hirviniemi, Pielavesi",https://www.etuovi.com/kohde/21076418,"3h, k, kh / wc, s, parvi, terassi",3.0,YES,178000.0,178000.0,66.5,2002.0,63.23245000000001,26.755677,414 km,4 hours 44 mins,2024-07-08,2024-07-08
"Kotilahdentie 69, Pohja-Lankila, Ruokolahti",https://www.etuovi.com/kohde/v89929,1h + tupak + s + pukuhuone + terassi + wc + var + kesäkeittiö,1.0,NO,80000.0,80000.0,32.0,1972.0,61.39703599999999,29.06659999999999,289 km,3 hours 14 mins,2024-07-08,2024-07-08
"Onkijantie 19-23, Rukatunturi, Kuusamo",https://www.etuovi.com/kohde/45159534,"7h, k, 3 kph, 2 wc, s, terassi",6.0,YES,1100000.0,1100000.0,183.0,2003.0,66.1688317,29.1986608,825 km,9 hours 9 mins,2024-07-08,2024-07-08
"Peltoviidantie 46, Letku, Tammela",https://www.etuovi.com/kohde/80345937,"Oh, 2 x mh, k, vh",3.0,NO,159000.0,159000.0,68.0,1993.0,60.6556697,23.7581459,91.4 km,1 hour 19 mins,2024-07-08,2024-07-08
"Seiponniementie 19, Lehtiniemi, Keuruu",https://www.etuovi.com/kohde/569044,2h + k + kuisti,2.0,NO,189000.0,189000.0,50.0,1951.0,62.26480179999999,24.7168618,285 km,3 hours 6 mins,2024-07-08,2024-07-08
"Pökkäänranta 4 A 7, Mikkeli",https://www.etuovi.com/kohde/68246316,"4h, k, s, khh, vh, p",4.0,NO,449000.0,449000.0,107.0,2023.0,61.5090319,27.2494433,221 km,2 hours 20 mins,2024-07-08,2024-07-08
"Pökkäänranta 4 A 5, Ristiina, Mikkeli",https://www.etuovi.com/kohde/42181696,"3h, k, s, khh, vh, p",3.0,NO,385000.0,385000.0,84.5,2023.0,61.5090319,27.2494433,221 km,2 hours 20 mins,2024-07-08,2024-07-08
"Venetaipaleentie 380, Hanhijärvi, Enonkoski",https://www.etuovi.com/kohde/1362586,"4h, tupakeittiö, kph, s, wc",4.0,NO,169000.0,169000.0,88.8,2011.0,62.077486,28.998994,364 km,4 hours 9 mins,2024-07-08,2024-07-08
"Ylätie 270, Keuruu",https://www.etuovi.com/kohde/80344431,5h + k + rt + 2x wc + kph + s,5.0,NO,185000.0,185000.0,120.0,2012.0,62.2770537,24.3422778,292 km,3 hours 14 mins,2024-07-08,2024-07-08
"Kanervatie 8 D, Ruka, Kuusamo",https://www.etuovi.com/kohde/21685948,Mökki tai huvila,6.0,YES,475000.0,475000.0,191.0,2003.0,65.9645876,29.1886652,799 km,8 hours 46 mins,2024-07-08,2024-07-08
"Kolmijärventie 58, Puujärven kylä, Lohja",https://www.etuovi.com/kohde/21361118,2mh + vh + kph + wc + oh + k + terassi + saunarakennus,3.0,YES,239000.0,239000.0,60.0,,60.2502994,23.6523283,95.5 km,1 hour 17 mins,2024-07-08,2024-07-08
"Honkarinne 1, Himos, Jämsä",https://www.etuovi.com/kohde/v84426,3h + tupak + kph + s + wc + khh + p,3.0,YES,169000.0,169000.0,66.0,2006.0,61.8954638,25.3277808,230 km,2 hours 41 mins,2024-07-08,2024-07-08
"Upilantie 108, Kutajärvi, Hollola",https://www.etuovi.com/kohde/567715,"3h, k, aula, parveke, veranta",3.0,NO,249000.0,249000.0,80.0,1928.0,61.0459907,25.5538129,112 km,1 hour 20 mins,2024-07-08,2024-07-08
"Sepäntie 7, Kauttua, Eura",https://www.etuovi.com/kohde/56660988,"10h, k, tarjoiluhuone, aula x 2,2 kph, 3 wc, s, saunatupa, ulkosauna, sivu.rak",6.0,YES,1190000.0,1190000.0,609.0,1911.0,61.1082526,22.169262076278528,205 km,2 hours 34 mins,2024-07-08,2024-07-08
"Kemijärventie 223 A, Rukatunturi, Kuusamo",https://www.etuovi.com/kohde/56665315,"3h, k, kph, wc, et, ph, s, parvi, jossa nukkumatilaa, rantas., savus., ak, var",3.0,YES,1280000.0,1280000.0,122.0,1987.0,66.13968059999999,29.1240751,820 km,9 hours 1 min,2024-07-08,2024-07-08
"Mesikuja 3 b, Moksu, Ähtäri",https://www.etuovi.com/kohde/20097015,6h + oh + k + psh + s + 5wc,5.0,YES,78000.0,78000.0,170.0,2014.0,62.55024779999999,24.0694098,318 km,3 hours 29 mins,2024-07-08,2024-07-08
"Laajalahdentie 11 D, Kynsiniemi, Nurmes",https://www.etuovi.com/kohde/45205397,"3h, tupak, kph, s, wc, terassi",3.0,YES,168000.0,168000.0,70.0,,63.46124330000001,29.1698573,522 km,5 hours 47 mins,2024-07-08,2024-07-08
"Hökänniementie 14, Höljäkkä, Nurmes",https://www.etuovi.com/kohde/67241586,"mh, oh, k, varasto",2.0,YES,85000.0,85000.0,45.0,1965.0,63.4354303,29.4558537,537 km,5 hours 56 mins,2024-07-08,2024-07-08
"Arontie, Kuokkanen, Nurmes",https://www.etuovi.com/kohde/51735556,mh + oh + keittiö + wc + kuisti,2.0,NO,47000.0,47000.0,66.0,,63.4923503,29.0374114,513 km,5 hours 34 mins,2024-07-08,2024-07-08
"Lapinsalo , Savitaipale, Savitaipale",https://www.etuovi.com/kohde/v84227,1h + tupak,1.0,NO,95000.0,95000.0,60.0,2002.0,61.28657209999999,27.6972183,221 km,2 hours 43 mins,2024-07-08,2024-07-08
"Koivikkotie, Rukatunturi, Kuusamo",https://www.etuovi.com/kohde/v83726,3mh + olohuonekeittiö + wc + pukuh + kph + s + var,4.0,NO,299000.0,299000.0,66.0,2024.0,66.16505409999999,29.1571677,824 km,9 hours 7 mins,2024-07-08,2024-07-08
"Mujusenniementie 26, Kitee",https://www.etuovi.com/kohde/68945462,3h + k + kph + s + wc,,NO,77000.0,77000.0,87.0,,61.9117784,29.9388467,377 km,4 hours 16 mins,2024-07-08,2024-07-08
"Pajulahdenpolku 98, Tuohikotti, Kouvola",https://www.etuovi.com/kohde/20506807,"3h, k, s",3.0,NO,89000.0,89000.0,40.0,,61.1014854,27.162939,176 km,2 hours 3 mins,2024-07-08,2024-07-08
"Teikarintie 3, Multia",https://www.etuovi.com/kohde/565508,1h + kk + kph,1.0,NO,64000.0,64000.0,24.5,2023.0,62.3872678,24.7981815,303 km,3 hours 21 mins,2024-07-08,2024-07-08
"Sirkkoontie 62, Paksalo, Lohja",https://www.etuovi.com/kohde/21407520,"3h, rt, k, parvi, 2 kph, khh, lämmin varasto, autotalli, autokatos, rantasauna",4.0,YES,690000.0,690000.0,110.0,2011.0,60.3648699,24.1213076,60.3 km,45 mins,2024-07-08,2024-07-08
"Hanislahdentie 868, Suovanlahti, Viitasaari",https://www.etuovi.com/kohde/80337000,2h + tupakeittiö,2.0,NO,110000.0,110000.0,40.0,1940.0,62.9685846,26.0763851,376 km,4 hours 22 mins,2024-07-08,2024-07-08
"Ruununtörmäntie 1, Säräisniemi, Vaala",https://www.etuovi.com/kohde/v78692,Kts. erittely,,YES,895000.0,895000.0,1200.0,1990.0,64.4530615,26.7996876,569 km,6 hours 25 mins,2024-07-08,2024-07-08
"Ristijärventie 323, Suovanlahti, Viitasaari",https://www.etuovi.com/kohde/80335759,2h + k + s + ph / wc,3.0,NO,95000.0,95000.0,60.0,1996.0,62.98333329999999,26.1,370 km,4 hours 20 mins,2024-07-08,2024-07-08
"Taipaleentie 183, Vuolenkoski, Iitti",https://www.etuovi.com/kohde/21379501,"1h, ph, s",1.0,NO,98000.0,98000.0,24.0,1980.0,61.09343000000001,26.24964,141 km,1 hour 36 mins,2024-07-08,2024-07-08
"Mäntylahdentie 113, Pihlajakoski, Kuhmoinen",https://www.etuovi.com/kohde/20402661,Mökki tai huvila,,NO,169000.0,169000.0,20.0,,61.7244749,25.4125258,210 km,2 hours 55 mins,2024-07-08,2024-07-08
"Siikaniementie 157, Orala, Kangasniemi",https://www.etuovi.com/kohde/564479,"Tupakeittiö, mh, s",2.0,NO,75000.0,75000.0,32.0,1975.0,62.0996498,26.4495035,258 km,2 hours 52 mins,2024-07-08,2024-07-08
"Komurintie 153, Halli, Jämsä",https://www.etuovi.com/kohde/21429679,"Tupa, mh, wc, rantasauna",2.0,YES,149000.0,149000.0,31.0,2023.0,61.85958969999999,24.897514,256 km,2 hours 42 mins,2024-07-08,2024-07-08
"Kiveläntie 58, Längelmäki, Orivesi",https://www.etuovi.com/kohde/80311407,olo + 5mh + aula + k + 3wc + s + at + kesäk.,6.0,NO,2400000.0,2400000.0,201.5,2023.0,61.720742,24.730189,244 km,2 hours 38 mins,2024-07-08,2024-07-08
"Nikinsaarentie 69, Karhe, Ylöjärvi",https://www.etuovi.com/kohde/21752088,"Rak. 1: 4h, k, arkistoh., erill. wc, s, kph / khh, var, autotalli. Rak 2. 7h, tupakeittiö, erill. inva wc, erill. wc, s, kph, s + konehalli. Rak 3.",6.0,NO,1580000.0,1580000.0,159.0,1992.0,61.5489401,23.5948785,189 km,1 hour 56 mins,2024-07-08,2024-07-08
"Saarenkyläntie 7, Vuotunki Kuusamo, Kuusamo",https://www.etuovi.com/kohde/21173992,"tupa, k, mh, ph / s / wc, tk ja parvi + kuisti",2.0,YES,69000.0,69000.0,45.0,1993.0,66.1513842,29.5485688,836 km,9 hours 16 mins,2024-07-08,2024-07-08
"Maavedentie 143, Jäppilä, Pieksämäki",https://www.etuovi.com/kohde/551509,"1h, keittiö, parvi",1.0,NO,96000.0,96000.0,42.0,1981.0,62.3639596,27.4526907013854,317 km,3 hours 24 mins,2024-07-08,2024-07-08
"Akaattikuja 60, Susikas, Tammela",https://www.etuovi.com/kohde/80333198,"1 h, k",1.0,NO,16000.0,16000.0,,,60.87894910000001,23.8471941,123 km,1 hour 25 mins,2024-07-08,2024-07-08
"Takkuniementie 11 D, Rukatunturi, Kuusamo",https://www.etuovi.com/kohde/20672505,Mökki tai huvila,,YES,113000.0,113000.0,51.0,2009.0,66.208946,29.271671,835 km,9 hours 16 mins,2024-07-08,2024-07-08
"Leppiniementie 445, Kalaniemi, Äänekoski",https://www.etuovi.com/kohde/562989,"4h, k, s",4.0,NO,105000.0,105000.0,129.0,1931.0,62.86884,25.8790743,342 km,3 hours 46 mins,2024-07-08,2024-07-08
"Partioniementie 38 A, Paadentaipale, Äänekoski",https://www.etuovi.com/kohde/563930,"2h, kk, s, parvi",2.0,NO,159000.0,159000.0,45.0,2004.0,62.64893339999999,25.7859476,321 km,3 hours 41 mins,2024-07-08,2024-07-08
"Rantamäentie, Ahmovaara, Juuka",https://www.etuovi.com/kohde/21840614,Tpk + alkovi + pkh / kompostikäymälä + sauna,,NO,50000.0,50000.0,34.0,,63.0994988,29.6860048,476 km,5 hours 21 mins,2024-07-08,2024-07-08
"Härmäniementie 438, Härmäniemi, Varkaus",https://www.etuovi.com/kohde/1356716,"tupa, keittiö, makuuhuone ja parvi",2.0,NO,108000.0,108000.0,47.0,2014.0,62.241238,28.168904,331 km,3 hours 38 mins,2024-07-08,2024-07-08
"Miekkaniementie (Avokkaansaari) 10i, Anttola, Mikkeli",https://www.etuovi.com/kohde/1356005,"tupa, sauna, terassi",1.0,NO,82000.0,82000.0,21.0,2004.0,61.592379,27.783268,272 km,3 hours 7 mins,2024-07-08,2024-07-08
"Onkerniementie 15, Ruka, Kuusamo",https://www.etuovi.com/kohde/80309431,Tupak. + mh + kh + s + parvi per huoneisto,4.0,NO,295000.0,295000.0,123.0,2005.0,66.1280787,29.2426045,820 km,9 hours 3 mins,2024-07-08,2024-07-08
"Salmenkankaantie 116 A, Vanaja, Pieksämäki",https://www.etuovi.com/kohde/562677,"tupa, sauna, pesuhuone",1.0,NO,98000.0,98000.0,24.0,2004.0,62.3830555,26.8541888,298 km,3 hours 25 mins,2024-07-08,2024-07-08
"Keitaanrannantie, Siikainen",https://www.etuovi.com/kohde/59394074,Mökki tai huvila,,NO,125000.0,125000.0,,1935.0,61.773032,21.7265359,270 km,3 hours 22 mins,2024-07-08,2024-07-08
"Joutsenniementie 48d, Poussu, Kuusamo",https://www.etuovi.com/kohde/21913522,"tupa, kk, sauna",,NO,26000.0,26000.0,29.0,1977.0,65.835369,29.358487,789 km,8 hours 41 mins,2024-07-08,2024-07-08
"Maununtie 13, Lavia Kalliala, Pori",https://www.etuovi.com/kohde/80310021,3h + k + s + rantasauna + varasto,3.0,NO,179000.0,179000.0,77.5,2000.0,61.6007998,22.4976457,249 km,2 hours 48 mins,2024-07-08,2024-07-08
"Hopealankankaantie 41, Laitjärvi, Joutsa",https://www.etuovi.com/kohde/20148110,"tupakeittiö, 2mh, pkh, s",3.0,NO,140000.0,140000.0,50.0,1978.0,61.668057,26.1919939,194 km,2 hours 19 mins,2024-07-08,2024-07-08
"Poussuntie 54 B, Poussu, Kuusamo",https://www.etuovi.com/kohde/80306130,"Tupa, mt, kph + saunatupa",,NO,77000.0,77000.0,60.0,1997.0,65.7913541,29.3796891,788 km,8 hours 39 mins,2024-07-08,2024-07-08
"Suokannanvaarantie 33, Kemilä, Kuusamo",https://www.etuovi.com/kohde/80306331,"tupak, alk, s",,NO,38500.0,38500.0,41.0,1990.0,65.82700670000001,29.6775445,819 km,9 hours 12 mins,2024-07-08,2024-07-08
"Saaniementie 139, Saakoski, Jämsä",https://www.etuovi.com/kohde/21993019,"3h, k, kph, parvi",4.0,YES,787000.0,787000.0,104.0,2009.0,61.9293893,25.4311049,242 km,2 hours 51 mins,2024-07-08,2024-07-08
"Vanhanrannantie, Puokio, Puolanka",https://www.etuovi.com/kohde/51428116,"terassi, wc, k, p, 2h",3.0,YES,135000.0,135000.0,68.0,2007.0,64.7374217,27.3293013,614 km,7 hours 3 mins,2024-07-08,2024-07-08
"Sirkottimentie 273, Jokioinen, Padasjoki",https://www.etuovi.com/kohde/20913094,"vapaa-ajan huvila + rantasauna, venetalas ja talousrakennus. 4h + k + rt + aula / takkah. + kph + pukuh. + s + 3erill.wc",5.0,YES,890000.0,890000.0,131.0,2009.0,61.35093329999999,25.2781181,155 km,1 hour 45 mins,2024-07-08,2024-07-08
"Iso-Kuhmon tie 89, Teisko, Tampere",https://www.etuovi.com/kohde/20644358,"3h, k, kph, s, vierashuvila 2h, k, kph, rantasauna",,YES,2290000.0,2290000.0,190.0,2017.0,61.737613,23.837105,211 km,2 hours 18 mins,2024-07-08,2024-07-08
"Kenkijärventie 80, Hämeenlinna / Hauhon kirkonkylä / Kalaila, Hämeenlinna",https://www.etuovi.com/kohde/21727529,"3h, k, kph, s",3.0,NO,99000.0,99000.0,69.0,,61.17160759999999,24.5633515,126 km,1 hour 27 mins,2024-07-08,2024-07-08
"Niemenkyläntie 167 C, Kinnula, Kinnula",https://www.etuovi.com/kohde/21376174,tupa + keittiö + makuuhuone + pukuhuone; erillinen saunarakennus,,NO,47000.0,47000.0,30.0,1973.0,63.3673581,24.9428209,426 km,4 hours 43 mins,2024-07-08,2024-07-08
"Mäkisentie 339, Seinäjärvi, Alavus",https://www.etuovi.com/kohde/57572743,"2h, ph + s + parvi + terassi",2.0,NO,74000.0,74000.0,34.0,2003.0,62.4028981,23.4422546,299 km,3 hours 26 mins,2024-07-08,2024-07-08
"Salkoperänpolku 25, Salo, Loppi",https://www.etuovi.com/kohde/21190270,"tupa, kk, pkh, s",,NO,155000.0,155000.0,25.0,,60.662263,24.206405,76.4 km,1 hour 7 mins,2024-07-08,2024-07-08
"Pajulahdentie 60 d, Vuohijärvi, Kouvola",https://www.etuovi.com/kohde/20612042,oh + rt + k + 2mh + pkh + kph / wc + s + terassi,,YES,298000.0,298000.0,83.0,,61.1402796,26.712407,169 km,2 hours 14 mins,2024-07-08,2024-07-08
"Sammakkolammentie 337, Pohjavaara, Kajaani",https://www.etuovi.com/kohde/v38486,"tupakeittiö, kamari, sauna / wc + kph",2.0,YES,63000.0,63000.0,45.0,1953.0,64.2607384,28.0013808,569 km,6 hours 18 mins,2024-07-08,2024-07-08
"Pariisintie 220, Koskenkylä, Saarijärvi",https://www.etuovi.com/kohde/v67668,1h + kk + oh,2.0,NO,50000.0,50000.0,35.0,,62.7677398,24.9651468,348 km,3 hours 57 mins,2024-07-08,2024-07-08
"Heposaarentie 1, Oijärvi, Ii",https://www.etuovi.com/kohde/v29863,2mh + tupak + s + kph + wc,3.0,YES,139000.0,139000.0,88.0,1986.0,65.62564669999999,25.9369814,686 km,7 hours 39 mins,2024-07-08,2024-07-08
"Leppiniementie 80, Kalaniemi, Äänekoski",https://www.etuovi.com/kohde/20001292,"tupakeittiö, 3mh, s, ph, wc, parveke ja terassi",,YES,138000.0,138000.0,91.0,,62.86884,25.8790743,342 km,3 hours 46 mins,2024-07-08,2024-07-08
"Rikkarannantie 156 Lamposaari, Varislahti, Outokumpu",https://www.etuovi.com/kohde/20694890,Mökki tai huvila,2.0,YES,89000.0,89000.0,36.0,1992.0,62.7633107,28.75401919999999,426 km,4 hours 43 mins,2024-07-08,2024-07-08
"Urho Kekkosen tie 162 C, Pielavesi, Pielavesi",https://www.etuovi.com/kohde/20641542,"tupakeittiö, makuualkovi ja terassi",,NO,93000.0,93000.0,30.0,1989.0,63.2099892,26.7796262,411 km,4 hours 40 mins,2024-07-08,2024-07-08
"Oikarintie 542, Höytiä, Uurainen",https://www.etuovi.com/kohde/20557396,Mökki tai huvila,,NO,79000.0,79000.0,25.0,2011.0,62.40847979999999,25.4520613,292 km,3 hours 17 mins,2024-07-08,2024-07-08
"Kantolantie 267 b, Kalliokoski, Miehikkälä",https://www.etuovi.com/kohde/20318101,"2mh, tupa, k, wc, makuuparvi, terassi ja parveke",3.0,NO,119000.0,119000.0,71.0,2009.0,60.6896954,27.5421641,173 km,2 hours 0 mins,2024-07-08,2024-07-08
"Pilvikallio 13, Mattby, Kirkkonummi",https://www.etuovi.com/kohde/80304687,"2h, kt, kph, lasitettu kuisti",2.0,NO,150000.0,150000.0,45.0,1991.0,60.08088185,24.42531370138444,48.4 km,42 mins,2024-07-08,2024-07-08
"Peiposjärventie 545 F, Siikamäki, Pieksämäki",https://www.etuovi.com/kohde/20199604,"Tupa, kk, pukuhuone ja sauna",,NO,55000.0,55000.0,38.0,1969.0,62.2846373,27.2751987,301 km,3 hours 13 mins,2024-07-08,2024-07-08
"Ansiolahdentie 112, Kasiniemi, Padasjoki",https://www.etuovi.com/kohde/559191,"tupa, k, 3 mh, aulatila, ph, s, wc-tila, parvi, kuisti",4.0,NO,195000.0,195000.0,96.0,1996.0,61.4577447,24.935167,173 km,2 hours 11 mins,2024-07-08,2024-07-08
"Juhalantie 9, 409 Lentua, Kuhmo",https://www.etuovi.com/kohde/577915,2mh + tupak,3.0,NO,136000.0,136000.0,64.0,2009.0,64.2608774,29.9621922,623 km,6 hours 54 mins,2024-07-08,2024-07-08
"Kallinraatiantie 69, Ikaalinen",https://www.etuovi.com/kohde/561003,3h,3.0,NO,198000.0,198000.0,114.0,1976.0,61.7684804,23.0988042,230 km,2 hours 26 mins,2024-07-08,2024-07-08
"Kallenmäentie 247, Soukainen, Rauma",https://www.etuovi.com/kohde/560772,tupa + kk + pkh + sauna,1.0,NO,98000.0,98000.0,25.0,1970.0,61.0769864,21.5771626,256 km,2 hours 47 mins,2024-07-08,2024-07-08
"Lehtisensaari Hirvilahdentie, Lehtisensaari, Joutsa",https://www.etuovi.com/kohde/20103782,"tupa, 2 mh",3.0,NO,167000.0,167000.0,70.0,1925.0,61.6558291,26.4459917,209 km,2 hours 29 mins,2024-07-08,2024-07-08
"Hukkalantie 426, Kuorasjärvi, Alavus",https://www.etuovi.com/kohde/560857,3H + K + pihasauna,3.0,NO,79000.0,79000.0,40.0,1953.0,62.6968779,23.295868,340 km,3 hours 47 mins,2024-07-08,2024-07-08
"Musakantie 98/ 23, Riitiala, Ikaalinen",https://www.etuovi.com/kohde/20759679,"Tupa, k, mh, s, pesuh. / wc, aula, makuualkovit, parveke, terassi",,NO,45000.0,45000.0,62.0,,61.8801754,22.8792124,247 km,2 hours 39 mins,2024-07-08,2024-07-08
"Pitkäläntie 882, Lammi, Hämeenlinna",https://www.etuovi.com/kohde/20141238,Mökki tai huvila,,YES,149000.0,149000.0,96.0,2010.0,61.1714991,24.8922543,132 km,1 hour 31 mins,2024-07-08,2024-07-08
"Sapalanmäentie 54, Arvaja, Jämsä",https://www.etuovi.com/kohde/v62926,7h + avok + s + p,6.0,YES,158000.0,158000.0,185.0,1986.0,61.7426894,25.2808219,205 km,2 hours 21 mins,2024-07-08,2024-07-08
"Oikarinpolku 15, OIKARI, Uurainen",https://www.etuovi.com/kohde/20092777,Tupakeittiö + wc + eteistila + parvi + sauna,,YES,226000.0,226000.0,50.0,2010.0,62.39939640000001,25.5033447,288 km,3 hours 9 mins,2024-07-08,2024-07-08
"Erkkilänjuntu 84, Niinimaa, Alavus",https://www.etuovi.com/kohde/559453,tupak. + 2h,2.0,NO,119000.0,119000.0,31.0,1997.0,62.6288128,23.4143863,327 km,3 hours 38 mins,2024-07-08,2024-07-08
"Puronvarrentie 125, Itä-Karttula, Kuopio",https://www.etuovi.com/kohde/53799183,2h,2.0,YES,198000.0,198000.0,48.0,,62.958619,27.1671262,378 km,4 hours 22 mins,2024-07-08,2024-07-08
"Peltosaarentie 2, Lehtimäki, Alajärvi",https://www.etuovi.com/kohde/560558,Tupak + alkovi + sauna,1.0,NO,94000.0,94000.0,40.0,1973.0,62.7971835,24.0240661,350 km,3 hours 57 mins,2024-07-08,2024-07-08
"Tiemassaarentie 1661, Tiemassaari, Rantasalmi",https://www.etuovi.com/kohde/20775720,"oh, k, 2xmh, takkahuone, 2xs, psh, wc",,YES,142000.0,142000.0,147.0,,62.1706111,28.1128531,315 km,3 hours 20 mins,2024-07-08,2024-07-08
"Topinranta 6, Ruka Rukatunturi, Kuusamo",https://www.etuovi.com/kohde/20620915,"Huvila, autotalli / katos / varasto sekä rakennusoikeus 4mh, k, oh, työh, 3 wc, khh, kph, s",,YES,825000.0,825000.0,164.0,2007.0,66.1595261,29.11176919999999,822 km,9 hours 4 mins,2024-07-08,2024-07-08
"Mylsäntie 421, Pukkila, Luumäki",https://www.etuovi.com/kohde/20916026,Rantasauna,,NO,99000.0,99000.0,19.0,2012.0,61.01857159999999,27.3718314,186 km,2 hours 16 mins,2024-07-08,2024-07-08
"Puteliniementie 77, Hiltulanlahti, Kuopio",https://www.etuovi.com/kohde/21160701,5h + k,5.0,YES,230000.0,230000.0,100.0,1951.0,62.792708,27.619721,373 km,3 hours 58 mins,2024-07-08,2024-07-08
"Talvisuuntie 60, Kuhmalahti, Kangasala",https://www.etuovi.com/kohde/20242697,2 h + tupa + kt,3.0,NO,138000.0,138000.0,,,61.5290391,24.4576935,169 km,2 hours 9 mins,2024-07-08,2024-07-08
"Varkaudentie 135a, Kaatamo, Liperi",https://www.etuovi.com/kohde/21193370,Rantatontti / mökki Korpijärvi,,NO,69000.0,69000.0,52.0,,62.5494396,29.1353023,391 km,4 hours 14 mins,2024-07-08,2024-07-08
"Saukkolantie 111, Ruolahti, Kuhmoinen",https://www.etuovi.com/kohde/1351862,"Tupakeittiö, mh, parvi",2.0,NO,94000.0,94000.0,47.5,2008.0,61.6108984,25.3506597,195 km,2 hours 19 mins,2024-07-08,2024-07-08
"kalarannantie 27, Ukonniemi, Imatra",https://www.etuovi.com/kohde/u49423,"Saimaan rannalla! Juhlasali, biljardihuone, sauna, 2 keittiötä, 6 wc:tä, kph",6.0,YES,1290000.0,1290000.0,367.0,2018.0,61.2037455,28.7224957,257 km,2 hours 52 mins,2024-07-08,2024-07-08
"Hoikontie 502B, Lammi/Ylänne, Hämeenlinna",https://www.etuovi.com/kohde/80303366,"saunatupa, parvi, kph / s",1.0,NO,185000.0,185000.0,20.0,2005.0,61.15050300000001,25.177423,148 km,1 hour 50 mins,2024-07-08,2024-07-08
"Tavinjärventie 330, Maaninka, Kuopio",https://www.etuovi.com/kohde/20697254,"3h, k, s, ph, aitta",3.0,NO,70000.0,70000.0,49.0,1969.0,63.1204567,27.2730426,430 km,4 hours 38 mins,2024-07-08,2024-07-08
